ASN;Info
AS5223;DNIC-ASBLK-05120-05376, US
AS5224;DNIC-ASBLK-05120-05376, US
AS5225;DNIC-ASBLK-05120-05376, US
AS5226;DNIC-ASBLK-05120-05376, US
AS5227;DNIC-ASBLK-05120-05376, US
AS5228;DNIC-ASBLK-05120-05376, US
AS5229;DNIC-ASBLK-05120-05376, US
AS5230;DNIC-ASBLK-05120-05376, US
AS5231;DNIC-ASBLK-05120-05376, US
AS5232;DNIC-ASBLK-05120-05376, US
AS5233;DNIC-ASBLK-05120-05376, US
AS5234;DNIC-ASBLK-05120-05376, US
AS5235;DNIC-ASBLK-05120-05376, US
AS5236;DNIC-ASBLK-05120-05376, US
AS5237;DNIC-ASBLK-05120-05376, US
AS5238;DNIC-ASBLK-05120-05376, US
AS5239;DNIC-ASBLK-05120-05376, US
AS5240;DNIC-ASBLK-05120-05376, US
AS5241;DNIC-ASBLK-05120-05376, US
AS5242;DNIC-ASBLK-05120-05376, US
AS5243;DNIC-ASBLK-05120-05376, US
AS5244;DNIC-ASBLK-05120-05376, US
AS5245;DNIC-ASBLK-05120-05376, US
AS5246;DNIC-ASBLK-05120-05376, US
AS5247;DNIC-ASBLK-05120-05376, US
AS5248;DNIC-ASBLK-05120-05376, US
AS5249;DNIC-ASBLK-05120-05376, US
AS5250;DNIC-ASBLK-05120-05376, US
AS5251;DNIC-ASBLK-05120-05376, US
AS5252;DNIC-ASBLK-05120-05376, US
AS5253;DNIC-ASBLK-05120-05376, US
AS5254;DNIC-ASBLK-05120-05376, US
AS5255;DNIC-ASBLK-05120-05376, US
AS5256;DNIC-ASBLK-05120-05376, US
AS5257;DNIC-ASBLK-05120-05376, US
AS5258;DNIC-ASBLK-05120-05376, US
AS5259;DNIC-ASBLK-05120-05376, US
AS5260;DNIC-ASBLK-05120-05376, US
AS5261;DNIC-ASBLK-05120-05376, US
AS5262;DNIC-ASBLK-05120-05376, US
AS5263;DNIC-ASBLK-05120-05376, US
AS5264;DNIC-ASBLK-05120-05376, US
AS5265;DNIC-ASBLK-05120-05376, US
AS5266;DNIC-ASBLK-05120-05376, US
AS5267;DNIC-ASBLK-05120-05376, US
AS5268;DNIC-ASBLK-05120-05376, US
AS5269;DNIC-ASBLK-05120-05376, US
AS5270;DNIC-ASBLK-05120-05376, US
AS5271;DNIC-ASBLK-05120-05376, US
AS5272;DNIC-ASBLK-05120-05376, US
AS5273;DNIC-ASBLK-05120-05376, US
AS5274;DNIC-ASBLK-05120-05376, US
AS5275;DNIC-ASBLK-05120-05376, US
AS5276;DNIC-ASBLK-05120-05376, US
AS5277;DNIC-ASBLK-05120-05376, US
AS5278;DNIC-ASBLK-05120-05376, US
AS5279;DNIC-ASBLK-05120-05376, US
AS5280;DNIC-ASBLK-05120-05376, US
AS5281;DNIC-ASBLK-05120-05376, US
AS5282;DNIC-ASBLK-05120-05376, US
AS5283;DNIC-ASBLK-05120-05376, US
AS5284;DNIC-ASBLK-05120-05376, US
AS5285;DNIC-ASBLK-05120-05376, US
AS5286;DNIC-ASBLK-05120-05376, US
AS5287;DNIC-ASBLK-05120-05376, US
AS5288;DNIC-ASBLK-05120-05376, US
AS5289;DNIC-ASBLK-05120-05376, US
AS5290;DNIC-ASBLK-05120-05376, US
AS5291;DNIC-ASBLK-05120-05376, US
AS5292;DNIC-ASBLK-05120-05376, US
AS5293;DNIC-ASBLK-05120-05376, US
AS5294;DNIC-ASBLK-05120-05376, US
AS5295;DNIC-ASBLK-05120-05376, US
AS5296;DNIC-ASBLK-05120-05376, US
AS5297;DNIC-ASBLK-05120-05376, US
AS5298;DNIC-ASBLK-05120-05376, US
AS5299;DNIC-ASBLK-05120-05376, US
AS5300;DNIC-ASBLK-05120-05376, US
AS5301;DNIC-ASBLK-05120-05376, US
AS5302;DNIC-ASBLK-05120-05376, US
AS5303;DNIC-ASBLK-05120-05376, US
AS5304;DNIC-ASBLK-05120-05376, US
AS5305;DNIC-ASBLK-05120-05376, US
AS5306;DNIC-ASBLK-05120-05376, US
AS5307;DNIC-ASBLK-05120-05376, US
AS5308;DNIC-ASBLK-05120-05376, US
AS5309;DNIC-ASBLK-05120-05376, US
AS5310;DNIC-ASBLK-05120-05376, US
AS5311;DNIC-ASBLK-05120-05376, US
AS5312;DNIC-ASBLK-05120-05376, US
AS5313;DNIC-ASBLK-05120-05376, US
AS5314;DNIC-ASBLK-05120-05376, US
AS5315;DNIC-ASBLK-05120-05376, US
AS5316;DNIC-ASBLK-05120-05376, US
AS5317;DNIC-ASBLK-05120-05376, US
AS5318;DNIC-ASBLK-05120-05376, US
AS5319;DNIC-ASBLK-05120-05376, US
AS5320;DNIC-ASBLK-05120-05376, US
AS5321;DNIC-ASBLK-05120-05376, US
AS5322;DNIC-ASBLK-05120-05376, US
AS5323;DNIC-ASBLK-05120-05376, US
AS5324;DNIC-ASBLK-05120-05376, US
AS5325;DNIC-ASBLK-05120-05376, US
AS5326;DNIC-ASBLK-05120-05376, US
AS5327;DNIC-ASBLK-05120-05376, US
AS5328;DNIC-ASBLK-05120-05376, US
AS5329;DNIC-ASBLK-05120-05376, US
AS5330;DNIC-ASBLK-05120-05376, US
AS5331;DNIC-ASBLK-05120-05376, US
AS5332;DNIC-ASBLK-05120-05376, US
AS5333;DNIC-ASBLK-05120-05376, US
AS5334;DNIC-ASBLK-05120-05376, US
AS5335;DNIC-ASBLK-05120-05376, US
AS5336;DNIC-ASBLK-05120-05376, US
AS5337;DNIC-ASBLK-05120-05376, US
AS5338;DNIC-ASBLK-05120-05376, US
AS5339;DNIC-ASBLK-05120-05376, US
AS5340;DNIC-ASBLK-05120-05376, US
AS5341;DNIC-ASBLK-05120-05376, US
AS5342;DNIC-ASBLK-05120-05376, US
AS5343;DNIC-ASBLK-05120-05376, US
AS5344;DNIC-ASBLK-05120-05376, US
AS5345;DNIC-ASBLK-05120-05376, US
AS5346;DNIC-ASBLK-05120-05376, US
AS5347;DNIC-ASBLK-05120-05376, US
AS5348;DNIC-ASBLK-05120-05376, US
AS5349;DNIC-ASBLK-05120-05376, US
AS5350;DNIC-ASBLK-05120-05376, US
AS5351;DNIC-ASBLK-05120-05376, US
AS5352;DNIC-ASBLK-05120-05376, US
AS5353;DNIC-ASBLK-05120-05376, US
AS5354;DNIC-ASBLK-05120-05376, US
AS5355;DNIC-ASBLK-05120-05376, US
AS5356;DNIC-ASBLK-05120-05376, US
AS5357;DNIC-ASBLK-05120-05376, US
AS5358;DNIC-ASBLK-05120-05376, US
AS5359;DNIC-ASBLK-05120-05376, US
AS5360;DNIC-ASBLK-05120-05376, US
AS5361;DNIC-ASBLK-05120-05376, US
AS5362;DNIC-ASBLK-05120-05376, US
AS5363;DNIC-ASBLK-05120-05376, US
AS5364;DNIC-ASBLK-05120-05376, US
AS5365;DNIC-ASBLK-05120-05376, US
AS5366;DNIC-ASBLK-05120-05376, US
AS5367;DNIC-ASBLK-05120-05376, US
AS5368;DNIC-ASBLK-05120-05376, US
AS5369;DNIC-ASBLK-05120-05376, US
AS5370;DNIC-ASBLK-05120-05376, US
AS5371;DNIC-ASBLK-05120-05376, US
AS5372;DNIC-ASBLK-05120-05376, US
AS5373;DNIC-ASBLK-05120-05376, US
AS5374;DNIC-ASBLK-05120-05376, US
AS5375;DNIC-ASBLK-05120-05376, US
AS5376;DNIC-ASBLK-05120-05376, US
AS5377;MARLINK-EMEA, NO
AS5378;Vodafone, GB
AS5379;MK-UKIM-1, MK
AS5380;Kiev, Ukraine, UA
AS5381;POWTECH-AS Part of AS2116, NO
AS5382;TELESYSTEM-NET Via Pietro Ronzoni 18, IT
AS5384;EMIRATES-INTERNET Emirates Internet, AE
AS5385;RUSSMEDIA-IT, AT
AS5386;COSMOS-SN-AS SpaceNet, RU
AS5387;NSC, RU
AS5388;ENERGIS-AS UK Backbone Network, GB
AS5390;EURONET, NL
AS5391;T-HT Croatian Telecom Inc., HR
AS5392;TELNET-ITALY TELNET S.r.l., IT
AS5394;UNIDATA Unidata S.p.A. NOC - Italy, IT
AS5396;AS-IRIDEOS-MC, IT
AS5397;INROMA-AS Sede di Roma, IT
AS5398;INTERNETONE-AS5398, CH
AS5400;BT, GB
AS5401;ASN-CLUENET, DE
AS5403;AS5403, AT
AS5404;CONOVA-AS ASN conova communications GmbH, AT
AS5405;INTERDOTLINK powered by Inter.link, DE
AS5406;AS for BNIX, BE
AS5407;SKYNET-, CZ
AS5408;GR-NET www.grnet.gr, GR
AS5409;TPL-ASN Robert-Bosch-Str. 20, DE
AS5410;BOUYGTEL-ISP, FR
AS5411;Tieto Sweden, FI
AS5413;AS5413, GB
AS5414;BANK-OF-ALBANIA, AL
AS5415;GU, UA
AS5416;Internet Service Provider, BH
AS5417;DEMON-NL Amsterdam, NL
AS5418;NERDNET-AS Research platform for Nerds, NL
AS5419;CUCI, NL
AS5420;KEMNET KemNet Autonomous system, FI
AS5421;SU-NET-AS, BG
AS5422;Superonline Iletisim Hizmetleri, TR
AS5423;A1TELEKOM-, AT
AS5424;ATNET-AT A1 Telekom Austria AG, AT
AS5425;SPIDERNET Nicosia, CY
AS5426;SUNRISE-MOBILE, CH
AS5427;PRTL-DE, US
AS5428;ECL-AS Legacy CWW Network, GB
AS5429;IIP-NET-AS5429, RU
AS5430;FREENETDE freenet Datenkommunikations GmbH, DE
AS5431;FG-CORE, RU
AS5432;PROXIMUS-ISP-AS, BE
AS5433;ROKSON-AS ROKSON-NW, RU
AS5434;KAZAKHTELECOM-AS, KZ
AS5435;VELCOM-AS Brnciceva ulica 31, SI
AS5436;COMPUTACENTER-FRANCE Computacenter - Tour Ariane, FR
AS5438;ATI-, TN
AS5440;ASN-GARRINT GARR International access point, IT
AS5441;ASN-CNAF GARR - CNAF Routing domain, IT
AS5442;ASN-CILEA CILEA-GARR autonomous system, IT
AS5443;ASN-CINECA-GARR CINECA CONSORZIO INTERUNIVERSITARIO, IT
AS5444;ASN-PISA Routing domain of the GARR node in Pisa, IT
AS5445;ASN-ROMA GARR - ROMA Routing domain, IT
AS5446;ASN-FRASCATI GARR - FRASCATI Routing domain, IT
AS5447;ASN-LNGS GARR - LNGS Routing domain, IT
AS5448;ASN-INFNMI GARR - Milano INFN Routing domain, IT
AS5449;ASN-TRIESTE GARR - Trieste Routing domain, IT
AS5450;ASN-BARI GARR - Bari Routing domain, IT
AS5451;ASN-NAPOLI GARR - Napoli Routing domain, IT
AS5452;ASN-ER GARR - Emilia Romagna Routing domain, IT
AS5453;ASN-BARI GARR - BARI Routing domain, IT
AS5454;ASN-PALERMO GARR - PALERMO Routing domain, IT
AS5455;ASN-UNITO GARR - Universita di Torino + INFN Torino Routing domain, IT
AS5456;ASN-POLITO GARR - Politecnico di Torino Routing domain, IT
AS5457;ASN-FIRENZE GARR - Firenze Routing Domain, IT
AS5458;FNV, TR
AS5459;LINX-AS London interconnection point, GB
AS5461;OKB MEI, RU
AS5462;CABLEINET, GB
AS5463;PERCEVAL, BE
AS5464;NETD ZURICH DATACENTER AG, CH
AS5466;EIRCOM Internet House, IE
AS5467;MIPT MIPT-NET, RU
AS5468;URFU, RU
AS5469;AGNET, FI
AS5470;ASAUTHNET AUTH-NET-AS, GR
AS5472;BG-NEWIX-AS, BG
AS5473;ASNORILSK, RU
AS5474;TOBBETU-NET, TR
AS5475;Universitaet Hamburg, DE
AS5479;UNI-VILNIUS University Network in Vilnius, LT
AS5480;R61NET Network of educational, scientific and, RU
AS5482;AS5482, GB
AS5483;MAGYAR-TELEKOM-MAIN-AS Magyar Telekom Nyrt., HU
AS5484;CIS, IR
AS5485;SMARTHELP, NO
AS5486;SMILE-ASN, IL
AS5487;ELISA-LAB Helsinki, Finland, FI
AS5488;BELGACOM Proximus Customer Edge-Network, BE
AS5489;TEI-THES, GR
AS5491;OLSSON_NET, DK
AS5495;ASN-SPBGU St.Petersburg, Russia, RU
AS5496;WIREHUB, US
AS5497;SISTEER, FR
AS5498;UNIBEL-AS, BY
AS5500;CHESS Commercial Internet Service Provider, GB
AS5501;FRAUNHOFER-CLUSTER-BW Research Institutes spread all over Germany, DE
AS5502;NATO SACLANT Undersea Research Centre, IT
AS5503;RMIFL, GB
AS5504;LOGOSNET, CY
AS5505;VADAVO, ES
AS5507;HU-BIX-AS BIX - Budapest Internet Exchange, HU
AS5511;OPENTRANSIT, FR
AS5513;MAGYAR-TELEKOM-TMH Konyves Kalman korut 36., HU
AS5514;BOSCOM-AS, RU
AS5515;TS-FINLAND-DATANET-OLD TS Finland DataNet, FI
AS5516;INESC Lisboa, Portugal, PT
AS5517;CSL, DE
AS5518;TELIALATVIJA, LV
AS5519;AS5519, GB
AS5520;UNI-KOELN, DE
AS5521;PS-CLOUD, DE
AS5522;TELIA-LIETUVA, LT
AS5523;CREDO-TELECOM, RU
AS5524;BREEDBANDNEDERLAND, NL
AS5525;-Reserved AS-, ZZ
AS5526;GENERACJAPL-WR-IX-EXCHANGE-POINT, PL
AS5527;-Reserved AS-, ZZ
AS5528;JSC-BALTICOM3, LV
AS5529;DIAG-AS, CH
AS5530;EDS-GROUP-AS, UA
AS5531;TEZTOUR-AS, RU
AS5532;TERRANETMALTA, MT
AS5533;CLARANET-, PT
AS5535;FAO Headquarters, IT
AS5537;RU-CENTER-AS, RU
AS5538;SIGMANET-NIC, LV
AS5539;SPACENET SpaceNET AG, DE
AS5540;IEC_AS, IL
AS5541;ADNET-TELECOM, RO
AS5542;MINISTRY-OF-HEALTH, IR
AS5543;ALTROUTER-ASN1, RU
AS5545;SERVEREL-AS, NL
AS5547;ORTEL-AS Irkutsk Region, Russia, RU
AS5548;MIIT-RZD-AS, RU
AS5549;SEICOM-AS Postfach 53, DE
AS5550;TASK-AS Gdansk University of Technology, PL
AS5551;CORINET, GB
AS5552;DIALNET-UK, GB
AS5553;TAMBOVMAN-AS Tambov, Russia, RU
AS5555;SOHONETEU-AS Sohonet European IP network, GB
AS5560;AS-BICS-INSTANT-PEERING, BE
AS5562;INTERHOUSE-FRANKFURT, GB
AS5563;URAL Ural Regional Net, RU
AS5564;SOL-AS Commercial internet service provider, GB
AS5565;SATRAX-NET-AS SATRAX-NET Ltd. Internet provider network, HU
AS5567;AS5567, RU
AS5568;RBNET, RU
AS5571;NETCOM, GB
AS5572;BOTIK Public network of Pereslavl-Zalessky, RU
AS5573;KRASNET-AS, RU
AS5574;TDC-SE Sweden, SE
AS5575;TM-POP-, FI
AS5576;AKSHI, AL
AS5577;ROOT, LU
AS5578;AS-BENESTRA Bratislava, Slovak Republic, SK
AS5580;GTT-ASIA, NL
AS5581;INTERSPACE-AS-GLOBAL, MK
AS5582;SSPW-WL-AS, PL
AS5583;ORANGE-BUSINESS-SERVICES-BENELUX Orange Business Services formerly Equant AS for BENELUX, FR
AS5584;Computer centre, BH
AS5585;IIX-ASN, IL
AS5586;MCI-INT, GB
AS5587;ITILITY-LIMITED Internet Service Provider, GB
AS5588;GTSCE GTS Central Europe Antel Germany, CZ
AS5589;OPEN-FC-1-AS, RU
AS5591;MARTELCOM-AS, RU
AS5593;UNITED-AS, UA
AS5594;LHSYSHU Neumann Janos u. 1E., HU
AS5598;NETLUX-AS Internet Service Provider, RU
AS5599;UUNET-, DK
AS5600;TCPNET-AS, GB
AS5601;Kungliga Tekniska Hogskolan, SE
AS5602;AS-IRIDEOS-KP, IT
AS5603;SIOL-NET Telekom Slovenije d.d., SI
AS5604;FREEDOMTOSURF TalkTalk Communications Limited, GB
AS5605;NETUSE, DE
AS5606;GTS-BACKBONE GTS Telecom, RO
AS5607;BSKYB-BROADBAND-AS, GB
AS5608;FVNN, EE
AS5609;ASN-CSELT # AS-CSELT CONVERTED TO ASN-CSELT FOR RPSL COMPLIANCE, IT
AS5610;O2-CZECH-REPUBLIC, CZ
AS5613;DUBAIMERC-, AE
AS5614;former UUNET PIPEX UK MSN and DIAL AS, GB
AS5615;TISNL-BACKBONE, NL
AS5617;TPNET, PL
AS5618;DPI, IR
AS5619;EVRY-NO TietoEVRY Norway, NO
AS5620;ADRIAMEDIA-AS, HR
AS5621;Verizon Nederland, NL
AS5622;THOMSON-REUTERS, GB
AS5623;ATT-CH-0A ATT-EMEA Autonomous System dr6348, NL
AS5624;AS5624, DK
AS5626;ONI Internet Service Provider, PT
AS5627;SHAHROODUT-AS1, IR
AS5628;EUROTEL-, SK
AS5629;GRAL, PL
AS5630;WORLDLINE-GERMANY Atos Worldline SAS, FR
AS5631;LUMINET, GB
AS5632;GORDONCOLLEGE, US
AS5633;Internet Online S.A. de C.V., MX
AS5634;MILESTONE, US
AS5635;GLAXOSMITHKLINE, US
AS5636;LISTING, US
AS5637;SAF-HOLLAND, US
AS5638;BREWER-SCIENCE, US
AS5639;Telecommunication Services of Trinidad and Tobago, TT
AS5640;NCSA-VBNS-EX, US
AS5641;DATAPOINTINC-5641, US
AS5642;ASHDOWN-TECH, US
AS5643;SILKROAD-, US
AS5644;ASN-USA, US
AS5645;TEKSAVVY, CA
AS5646;NN-CNSM, US
AS5647;ASN-KODAK, US
AS5648;Satlink S.A., AR
AS5649;KEVNET-ASN, US
AS5650;FRONTIER-FRTR, US
AS5651;-Reserved AS-, ZZ
AS5652;IN-NET, US
AS5653;UCSF, US
AS5654;TISHNET, US
AS5655;DECADE-DOM, US
AS5656;ACCESSUS-DOM, US
AS5657;NOVAIAC-ASN, US
AS5658;CCE-NET, US
AS5659;VIVANET, US
AS5660;JCI-NET, US
AS5661;USF, US
AS5662;ASN-WM, US
AS5663;EDCNET, US
AS5664;SHERIDAN-NET, CA
AS5665;DELMARVA-ASN, US
AS5666;NET-CPRK, US
AS5667;FASTNET2-ASN, US
AS5668;CENTURYLINK-VARIOUS-ISLANDS, US
AS5669;VIA-NET-WORKS-AS, US
AS5670;VI-367-5670, US
AS5671;PBI-NET-BLK, US
AS5672;PBI-NET-BLK, US
AS5673;PBI-NET-BLK, US
AS5674;PBI-NET-BLK, US
AS5675;PBI-NET-BLK, US
AS5676;PBI-NET-BLK, US
AS5677;PBI-NET-BLK, US
AS5678;PBI-NET-BLK, US
AS5679;PBI-NET-BLK, US
AS5680;PBI-NET-BLK, US
AS5681;PBI-NET-BLK, US
AS5682;NETONE, US
AS5683;MCBB, US
AS5684;GANNETT-NET, US
AS5685;DRANET-NORTH, US
AS5686;AOL-5686, US
AS5687;AA-NET, US
AS5688;PRIMUS-AS5688, CA
AS5689;HOOSIERNET, US
AS5690;VIANET-NO, CA
AS5691;MITRE-AS-5, US
AS5692;Universidad Nacional de La Plata, AR
AS5693;DATABANK-LATISYS, US
AS5694;UNIFIED-NET, US
AS5695;MAILROOM-NT, US
AS5696;EXPRES, US
AS5697;NAVE-AS-5697, US
AS5698;NETPUB-AS, US
AS5699;ASN-AHRCNYC, US
AS5700;XL-NET, US
AS5701;HEALTH-ONE, US
AS5702;GALAXY, US
AS5703;TIGERFUND, US
AS5704;CARIBE-NET, US
AS5705;COLUMBIA-CREDIT-UNION, US
AS5706;DEERFIELDROUTER, US
AS5707;UTHSC-H, US
AS5708;Universidad Autonoma de Guerrero, MX
AS5709;ERX-KMB-1 Kiwifruit Marketing Board, NZ
AS5710;NBTBA-ASN, US
AS5711;CYBER2, CA
AS5712;RCN-AS4, US
AS5713;SAIX-NET, ZA
AS5714;HPES, US
AS5715;ONVOY, US
AS5716;CYBERCOM, US
AS5717;IWIN-NET, US
AS5718;CRT-MECNET, US
AS5719;SUNYSB, US
AS5720;ASTSOFT, US
AS5721;NDU-NET, US
AS5722;Universidad Nacional de Colombia, CO
AS5723;JHU, US
AS5724;UMASSMED, US
AS5725;XO, US
AS5726;INTERWORLD, US
AS5727;WORLDNET-0, US
AS5728;WORLDNET1, US
AS5729;WORLDNET2, US
AS5730;WORLDNET3, US
AS5731;5731, US
AS5732;ACCESINDIANA, US
AS5733;MONRO-1, US
AS5734;TIENET, ZA
AS5735;GALT-TECHNO, US
AS5736;VEL-AS, US
AS5737;CENTURYLINK-QC-MOE-BILLINGS-GREAT-FALLS, US
AS5738;SOVER-ASN, US
AS5739;UCSC, US
AS5740;WORKFORCE, US
AS5741;EPICOR, US
AS5742;CCINET, US
AS5743;ASN-VFPA, CA
AS5744;USPTO, US
AS5745;Organizacion Panamericana de la Salud, AR
AS5746;CELESTAR-ASN, US
AS5747;ASN-RISQ-3, CA
AS5748;BBNET, US
AS5749;RP, US
AS5750;FLEXNET-HAWAII, US
AS5751;SYTEX, US
AS5752;GREATBASIN, US
AS5753;EMPAC-DOM, US
AS5754;PIXINET1, US
AS5755;-Reserved AS-, ZZ
AS5756;POINTCAST, US
AS5757;GPC-ASN, US
AS5758;MICHIGAN-BROADBAND, US
AS5759;RAINSTORM, US
AS5760;BIDDEFORD1, US
AS5761;MICROSOFT-CORP-MSN-AS-SATURN, US
AS5762;NETMAG, US
AS5763;TRI-DEV-GRP, US
AS5764;CONVOKE, CA
AS5765;TELUS-AS-5765, CA
AS5766;IHS-MD-AS, US
AS5767;INFINITY, US
AS5768;ICANECT, US
AS5769;VIDEOTRON, CA
AS5770;EMPLINK-AS, US
AS5771;ALSK-5771, US
AS5772;Unisys Brasil Ltda., BR
AS5773;BCN-TELECOM-ASN2, US
AS5774;USPS-001, US
AS5775;DIVERS-ALERT-NETWORK, US
AS5776;WORLDWEB, US
AS5777;RIBBON, US
AS5778;CENTURYLINK-LEGACY-EMBARQ-RCMT, US
AS5779;YAHOO-DNB, US
AS5780;GIGASD3, US
AS5781;CSI-GATEWAY-2, US
AS5782;EXTREMES, US
AS5783;KCSOS-NET, US
AS5784;GETNET, US
AS5785;DCPS-DC-AS, US
AS5786;UPRENET, PR
AS5787;SNAPONSBS, US
AS5788;VCHA-PRIMARY, CA
AS5789;EZNET, US
AS5790;NETMARKET, US
AS5791;CSI-GATEWAY-1, US
AS5792;SIMPLE-NET, US
AS5793;PENTELEDATA-2, US
AS5794;NWREGION-ESD, US
AS5795;RFT-US-INC, US
AS5796;COMET, US
AS5797;CISPROD-AS, US
AS5798;SUPERLATIVE, US
AS5799;IGCNET, US
AS5800;DNIC-ASBLK-05800-06055, US
AS5801;DNIC-ASBLK-05800-06055, US
AS5802;DNIC-ASBLK-05800-06055, US
AS5803;DNIC-ASBLK-05800-06055, US
AS5804;DNIC-ASBLK-05800-06055, US
AS5805;DNIC-ASBLK-05800-06055, US
AS5806;DNIC-ASBLK-05800-06055, US
AS5807;DNIC-ASBLK-05800-06055, US
AS5808;DNIC-ASBLK-05800-06055, US
AS5809;DNIC-ASBLK-05800-06055, US
AS5810;DNIC-ASBLK-05800-06055, US
AS5811;DNIC-ASBLK-05800-06055, US
AS5812;DNIC-ASBLK-05800-06055, US
AS5813;DNIC-ASBLK-05800-06055, US
AS5814;DNIC-ASBLK-05800-06055, US
AS5815;DNIC-ASBLK-05800-06055, US
AS5816;DNIC-ASBLK-05800-06055, US
AS5817;DNIC-ASBLK-05800-06055, US
AS5818;DNIC-ASBLK-05800-06055, US
AS5819;DNIC-ASBLK-05800-06055, US
AS5820;DNIC-ASBLK-05800-06055, US
AS5821;DNIC-ASBLK-05800-06055, US
AS5822;DNIC-ASBLK-05800-06055, US
AS5823;DNIC-ASBLK-05800-06055, US
AS5824;DNIC-ASBLK-05800-06055, US
AS5825;DNIC-ASBLK-05800-06055, US
AS5826;DNIC-ASBLK-05800-06055, US
AS5827;DNIC-ASBLK-05800-06055, US
AS5828;DNIC-ASBLK-05800-06055, US
AS5829;DNIC-ASBLK-05800-06055, US
AS5830;DNIC-ASBLK-05800-06055, US
AS5831;DNIC-ASBLK-05800-06055, US
AS5832;DNIC-ASBLK-05800-06055, US
AS5833;DNIC-ASBLK-05800-06055, US
AS5834;DNIC-ASBLK-05800-06055, US
AS5835;DNIC-ASBLK-05800-06055, US
AS5836;DNIC-ASBLK-05800-06055, US
AS5837;DNIC-ASBLK-05800-06055, US
AS5838;DNIC-ASBLK-05800-06055, US
AS5839;DNIC-ASBLK-05800-06055, US
AS5840;DNIC-ASBLK-05800-06055, US
AS5841;DNIC-ASBLK-05800-06055, US
AS5842;DNIC-ASBLK-05800-06055, US
AS5843;DNIC-ASBLK-05800-06055, US
AS5844;DNIC-ASBLK-05800-06055, US
AS5845;DNIC-ASBLK-05800-06055, US
AS5846;DNIC-ASBLK-05800-06055, US
AS5847;DNIC-ASBLK-05800-06055, US
AS5848;DNIC-ASBLK-05800-06055, US
AS5849;DNIC-ASBLK-05800-06055, US
AS5850;DNIC-ASBLK-05800-06055, US
AS5851;DNIC-ASBLK-05800-06055, US
AS5852;DNIC-ASBLK-05800-06055, US
AS5853;DNIC-ASBLK-05800-06055, US
AS5854;DNIC-ASBLK-05800-06055, US
AS5855;DNIC-ASBLK-05800-06055, US
AS5856;DNIC-ASBLK-05800-06055, US
AS5857;DNIC-ASBLK-05800-06055, US
AS5858;DNIC-ASBLK-05800-06055, US
AS5859;DNIC-ASBLK-05800-06055, US
AS5860;DNIC-ASBLK-05800-06055, US
AS5861;DNIC-ASBLK-05800-06055, US
AS5862;DNIC-ASBLK-05800-06055, US
AS5863;DNIC-ASBLK-05800-06055, US
AS5864;DNIC-ASBLK-05800-06055, US
AS5865;DNIC-ASBLK-05800-06055, US
AS5866;DNIC-ASBLK-05800-06055, US
AS5867;DNIC-ASBLK-05800-06055, US
AS5868;DNIC-ASBLK-05800-06055, US
AS5869;DNIC-ASBLK-05800-06055, US
AS5870;DNIC-ASBLK-05800-06055, US
AS5871;DNIC-ASBLK-05800-06055, US
AS5872;DNIC-ASBLK-05800-06055, US
AS5873;DNIC-ASBLK-05800-06055, US
AS5874;DNIC-ASBLK-05800-06055, US
AS5875;DNIC-ASBLK-05800-06055, US
AS5876;DNIC-ASBLK-05800-06055, US
AS5877;DNIC-ASBLK-05800-06055, US
AS5878;DNIC-ASBLK-05800-06055, US
AS5879;DNIC-ASBLK-05800-06055, US
AS5880;DNIC-ASBLK-05800-06055, US
AS5881;DNIC-ASBLK-05800-06055, US
AS5882;DNIC-ASBLK-05800-06055, US
AS5883;DNIC-ASBLK-05800-06055, US
AS5884;DNIC-ASBLK-05800-06055, US
AS5885;DNIC-ASBLK-05800-06055, US
AS5886;DNIC-ASBLK-05800-06055, US
AS5887;DNIC-ASBLK-05800-06055, US
AS5888;DNIC-ASBLK-05800-06055, US
AS5889;DNIC-ASBLK-05800-06055, US
AS5890;DNIC-ASBLK-05800-06055, US
AS5891;DNIC-ASBLK-05800-06055, US
AS5892;DNIC-ASBLK-05800-06055, US
AS5893;DNIC-ASBLK-05800-06055, US
AS5894;DNIC-ASBLK-05800-06055, US
AS5895;DNIC-ASBLK-05800-06055, US
AS5896;DNIC-ASBLK-05800-06055, US
AS5897;DNIC-ASBLK-05800-06055, US
AS5898;DNIC-ASBLK-05800-06055, US
AS5899;DNIC-ASBLK-05800-06055, US
AS5900;DNIC-ASBLK-05800-06055, US
AS5901;DNIC-ASBLK-05800-06055, US
AS5902;DNIC-ASBLK-05800-06055, US
AS5903;DNIC-ASBLK-05800-06055, US
AS5904;DNIC-ASBLK-05800-06055, US
AS5905;DNIC-ASBLK-05800-06055, US
AS5906;DNIC-ASBLK-05800-06055, US
AS5907;DNIC-ASBLK-05800-06055, US
AS5908;DNIC-ASBLK-05800-06055, US
AS5909;DNIC-ASBLK-05800-06055, US
AS5910;DNIC-ASBLK-05800-06055, US
AS5911;DNIC-ASBLK-05800-06055, US
AS5912;DNIC-ASBLK-05800-06055, US
AS5913;DNIC-ASBLK-05800-06055, US
AS5914;DNIC-ASBLK-05800-06055, US
AS5915;DNIC-ASBLK-05800-06055, US
AS5916;DNIC-ASBLK-05800-06055, US
AS5917;DNIC-ASBLK-05800-06055, US
AS5918;DNIC-ASBLK-05800-06055, US
AS5919;DNIC-ASBLK-05800-06055, US
AS5920;DNIC-ASBLK-05800-06055, US
